division,grupo,articulo,monto,porcentaje
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Servicios del hogar,LIMPIADORA-MUCAMA.,79227278651.007,0.01715
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Servicios del hogar,PLANCHADORA,1177669936.214,0.000255
EQUIPAMIENTO Y FUNCIONAMIENTO DEL HOGAR,Servicios del hogar,OTROS (CHOFER- SERVICIO DE SEGURIDAD ETC.),1326062048.728,0.000287
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",ANTIINFECCIOSOS-ANTIBIOTICOS-ANTISEPTICOS Y ANTIVI,15015354243.8536,0.00325
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",ANTIALERGICOS-ANTIHISTAMINICOS-COTICOESTEROIDES,7816818274.52041,0.001692
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",ANALGESICOS- ANESTESICOS-ANTIESPASMODICO-ANTIGRIPA,11880870270.0651,0.002572
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",ANTIINFLAMATORIOS-ANTIRREUMATICOS-RELAJANTES MUSCU,10444956559.014,0.002261
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PARA EL CORAZON-TENSION ARTIRIAL-ARTERIAS Y VENAS,29259229062.8845,0.006334
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PARA ENFERMEDADES DE LA VIAS RESPIRATORIAS,7462109952.97838,0.001615
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PARA ENFERMEDAD DE LA PIEL,8277736086.54753,0.001792
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PARA ENFERMEDADES DEL OIDO- NARIZ Y GARGANTA,3201136618.81068,0.000693
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PARA ENFERMEDADES OCULARES,3096783955.44372,0.00067
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PARA ENFERMEDADES DEL APARATO DIGESTIVO,14489095048.0366,0.003136
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PARA USO GINECOLOGICO,2838499135.29348,0.000614
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",DIABETES- TIROIDES- HORMONAS,4604949966.42357,0.000997
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PARA EL SISTEMA NERVIOSO,15739185617.7772,0.003407
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",VACUNAS Y SUEROS,2584611743.86977,0.000559
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",VITAMINAS- RECONSTITUYENTES-TONIFICANTES,9284321429.03099,0.00201
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PRODUCTOS DIETETICOS Y ALIMENTOS PARA LACTANTES.,2776984743.99314,0.000601
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",MADICAMENTOS HOMEOPATICOS-HIERVAS MEDICINALES,8711052712.04492,0.001886
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",OTROS MEDICAMENTOS,16504690395.0682,0.003573
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",ALGODON-GASAS Y VENDAS,4612509463.95595,0.000998
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",TELA ADHESIVA-CURITAS,824900843.82529,0.000179
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",ALCOHOL-AGUA OXIGENADA,871066166.93081,0.000189
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",OTROS ELEMENTOS PARA CURACIONES,1070493509.16623,0.000232
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",PAéALES DESCARTABLES.,16988845205.9724,0.003678
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",ANTEOJOS.,7608480601.03923,0.001647
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",APARATO ORTOPEDICO,797639451.72839,0.000173
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",EQUIPO P/NEBULIZACION-OXIGENO O VAPORIZACION,553780879.59786,0.00012
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",TERMOMETRO-JERINGA- ETC.,246331252.23571,5.3e-05
ATENCION MEDICA Y GASTOS PARA LA SALUD,"Prod. medicin., farmacéuticos y acces.",OTROS APARATOS Y ACCESORIOS TERAPEUTICOS (ESPECIFI,2120205171.39065,0.000459
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,CUOTA MENSUAL DE AFILIACION MEDICA,44665605344.7114,0.009669
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,AFILIACION VITALICIA MEDICA,387151404.025,8.4e-05
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,OTROS GASTOS DE AFILIACION MEDICA,361022690.16215,7.8e-05
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,MEDICO (CONSULTA),25755616683.5386,0.005575
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,PSICOTERAPEUTA,10796660431.7624,0.002337
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,ODONTOLOGO (EXTRACCION Y OBTURACION),14207157817.5866,0.003075
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,ORTODONCIA- PPROTESIS DENTAL- TRATAMIENTO DENTAL-,11147591919.7382,0.002413
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,OTROS SERVICIOS PROFESSIONALES (FONOAUDDIOLOGO-PSI,1170538556.31,0.000253
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,SERVICIOS AUXILIARES  (ENFERMERA-INYECCIONES),1011202331.0552,0.000219
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,ANALISIS- RADIOGRAFIAS-ELECTROCARDIOGRAMA,10563920839.0949,0.002287
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,FISIOTERAPIA,948196166.535,0.000205
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,PARTO,6661143563.4,0.001442
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,INTERVENCION QUIRURGICA CON INTERNACION.,24388642746.83,0.005279
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,INTERVENCION QUIRURGICA SIN INTERNACION,521973121.1,0.000113
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,INTERNACION SIN INTERVENCION QUIRURGICA,326823474.532,7.1e-05
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,TRASLADO EN AMBULANCIA,5894505.255,1.0e-06
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,OTROS SERVICIOS PROFESIONALES Y AUXILIARES PARA LA,1218626000.5412,0.000264
ATENCION MEDICA Y GASTOS PARA LA SALUD,Servicios profesionales y auxiliares,PAGOS POR ORDENES DE CONSULTA,70431126.6272,1.5e-05
TRANSPORTE Y COMUNICACIONES,Adquisicion de vehiculos particulares,AUTOMOVIL.,78221637461.5283,0.016933
TRANSPORTE Y COMUNICACIONES,Adquisicion de vehiculos particulares,AUTOMOVIL.,960811451.67948,0.000208
TRANSPORTE Y COMUNICACIONES,Adquisicion de vehiculos particulares,CAMIONETA,4632274648.83373,0.001003
TRANSPORTE Y COMUNICACIONES,Adquisicion de vehiculos particulares,MOTO,422206391.54441,9.1e-05
TRANSPORTE Y COMUNICACIONES,Adquisicion de vehiculos particulares,BICICLETA,1727309191.35817,0.000374
TRANSPORTE Y COMUNICACIONES,Adquisicion de vehiculos particulares,BICICLETA.,60708911.20043,1.3e-05
TRANSPORTE Y COMUNICACIONES,Adquisicion de vehiculos particulares,OTROS VEHICULOS,1409530729.47172,0.000305
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,NAFTA COMUN.,45825290404.1461,0.00992
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,NAFTA ESPECIAL.,101821224992.948,0.022041
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,GAS-OIL.,4417048704.494,0.000956
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,ACEITE- LUBRICANTE,5692113369.8174,0.001232
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,LAVADO Y ENGRASE.,3929882781.9505,0.000851
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,PEAJE.,972288715.8181,0.00021
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,ESTACIONAMIENTO- CHEQUERA,3777971481.1438,0.000818
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,OTROS,1472512799.992,0.000319
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,SEGURO DEL AUTOMOTOR.,36482473683.0562,0.007897
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,CUBIERTAS PAGADAS POR LA EMPRESA,392620971.07709,8.5e-05
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,REPARACION- REPUESTOS PAGADOS POR LA EMPRESA,1160056377.38448,0.000251
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,CHAPA Y PINTURA PAGADO POR LA EMPRESA,45968280.2,1.0e-05
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,ACCESORIOS DIVERSOS PAGADOS POR LA EMPRESA,49275287.85358,1.1e-05
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,CUBIERTAS PAGADO POR LA U. DE G.,6642975478.49931,0.001438
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,REPARACION-REPUESTOS PAGADOS POR LA U. DE G.,35389001324.804,0.007661
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,CHAPA-PINTURA PAGADOS POR LA U. DE G.,11013518453.9432,0.002384
TRANSPORTE Y COMUNICACIONES,Funcionam. y mantenim. de vehíc. part.,ACCESORIOS DIVERSOS PAGADOS POR LA U. DE G.,4029940232.35345,0.000872
TRANSPORTE Y COMUNICACIONES,Transporte publico,COLECTIVO URBANO O SUBURBANO,104755462637.631,0.022676
TRANSPORTE Y COMUNICACIONES,Transporte publico,ABONO TREN CORTA DISTANCIA.,3352237377.9423,0.000726
TRANSPORTE Y COMUNICACIONES,Transporte publico,BOLETO TREN CORTA DISTANCIA.,6726914574.86783,0.001456
TRANSPORTE Y COMUNICACIONES,Transporte publico,SUBTERRANEO,2803639913.3322,0.000607
TRANSPORTE Y COMUNICACIONES,Transporte publico,OTROS SERVICIOS DE TRANSPORTE,328948676.983,7.1e-05
TRANSPORTE Y COMUNICACIONES,Transporte publico,TRANSP.PROP P/EMPLEADOR - AUTOMOVIL,402041051.52,8.7e-05
TRANSPORTE Y COMUNICACIONES,Transporte publico,TRANSP. PROP. P/EMPLEADOR-MICRO-OMNIBUS,242217869.10165,5.2e-05
TRANSPORTE Y COMUNICACIONES,Taxi y transporte escolar,TAXIMETRO- REMISE,13186125440.7944,0.002854
TRANSPORTE Y COMUNICACIONES,Taxi y transporte escolar,TRANSPORTE ESCOLAR.,6425916030.35,0.001391
TRANSPORTE Y COMUNICACIONES,Telefono y correo,ESTAMPILLA POSTAL.,831164314.20015,0.00018
TRANSPORTE Y COMUNICACIONES,Telefono y correo,TELEGRAMA- TELEX,155708942.12162,3.4e-05
TRANSPORTE Y COMUNICACIONES,Telefono y correo,TELEFONO.(INDICAR LA CANTIDAD DE PULSOS),34147682066.5184,0.007392
TRANSPORTE Y COMUNICACIONES,Telefono y correo,OTROS GASTOS EN INSTALACIONES.TELEFONICAS-HABILITA,1518303606.2354,0.000329
TRANSPORTE Y COMUNICACIONES,Telefono y correo,LLAMADA A LARGA DISTANCIA DESDE TELEFONO PUBLICO,405512159.24385,8.8e-05
TRANSPORTE Y COMUNICACIONES,Telefono y correo,COSPEL TELEFONICO PARA LLAMADA LOCAL,1093348974.62778,0.000237
ESPARCIMIENTO Y CULTURA,Turismo,PAQUETE TURISTICO .,2692864983.46648,0.000583
ESPARCIMIENTO Y CULTURA,Turismo,GASTOS COMPLEMENTARIOS,938534473.10023,0.000203
ESPARCIMIENTO Y CULTURA,Turismo,VEHICULO PROPIO,10835756350.8235,0.002346
ESPARCIMIENTO Y CULTURA,Turismo,AVION,23689911246.0719,0.005128
ESPARCIMIENTO Y CULTURA,Turismo,OMNIBUS,9676294977.75653,0.002095
ESPARCIMIENTO Y CULTURA,Turismo,BARCO,438373497.63181,9.5e-05
ESPARCIMIENTO Y CULTURA,Turismo,TREN,2943297140.26418,0.000637
ESPARCIMIENTO Y CULTURA,Turismo,OTROS TURISMO ORGANIZADO,2247528454.60204,0.000487
ESPARCIMIENTO Y CULTURA,Turismo,ALQUILER DE VIVIENDA,15729545600.5484,0.003405
ESPARCIMIENTO Y CULTURA,Turismo,HOTEL O PENSION CON COMIDA,13697995462.0139,0.002965
ESPARCIMIENTO Y CULTURA,Turismo,HOTEL- PESION (SIN COMIDA),4405026213.21711,0.000954
ESPARCIMIENTO Y CULTURA,Turismo,OTROS ALOJAMIENTOS,722672134.91143,0.000156
ESPARCIMIENTO Y CULTURA,Turismo,EXCURSIONES,3586072793.2757,0.000776
ESPARCIMIENTO Y CULTURA,Turismo,OTROS GASTOS,29472986141.6663,0.00638
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",AMPLIFICADOR,732903367.12596,0.000159
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",PARLANTE,209098287.99246,4.5e-05
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",BANDEJA GIRADISCOS,557499196.56618,0.000121
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",GRABADOR,1092523849.83001,0.000236
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",PASACASETE,837336343.51461,0.000181
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",CENTRO MUSICAL- COMBINADO,2699734849.04465,0.000584
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",RADIO,366541077.74399,7.9e-05
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",RADIOGRABADOR.,2837412903.69715,0.000614
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",SINTONIZADOR,9078290.3704,2.0e-06
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",OTROS,2659310935.91783,0.000576
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",TV BLANCO Y NEGRO,1599926508.72167,0.000346
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",TV COLOR.,18063192095.7169,0.00391
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",FILMADORA,889934619.25,0.000193
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",MAQUINA FOTOGRAFICA,414357987.44556,9.0e-05
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",PROYECTOR DE PELICULAS Y DIAPOSITIVAS,267356307.4,5.8e-05
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",VIDEO CASETE .,6525631023.43505,0.001413
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",OTROS,415287249.61555,9.0e-05
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",REPARACION DE EQUIPO DE AUDIO,204414744.49354,4.4e-05
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",REPARACION DE GRABADOR-RADIO,725239132.45609,0.000157
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",OTRAS REPARACIONES DE AUDIO,481016403.50812,0.000104
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",REPARACION DE TELEVISOR,2792757341.70733,0.000605
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",REPARACION DE MAQUINA FOTOGRAFICA O FILMADORA,337383777.51031,7.3e-05
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",REPARACION DE PROYECTOR DE PELICULAS Y DIAPOSITIV.,3257425.63,1.0e-06
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",OTRAS REPARACIONES DE TV-CINE FOTOGRAFIA,410419362.16575,8.9e-05
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",PELICULA FOTOGRAFICA.,4223863544.4152,0.000914
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",PELICULA PARA FILMAR,477388034.819,0.000103
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",REVELADO DE PELICULAS.,4781608026.5725,0.001035
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",CUBO FLASH-FLIP-FLASH Y SIMILARES,185263625.559,4.0e-05
ESPARCIMIENTO Y CULTURA,"Equipos de audio, T.V. y otros",OTROS ELEMENTOS PARA FOTOGRAFIA Y CINE,1124162495.554,0.000243
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,ESPECTACULO DEPORTIVO,1816619896.3991,0.000393
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,CINE-TEATRO-CONVIERTO,18350036280.9537,0.003972
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,CAFE CONCERT-BAILE,8819312073.794,0.001909
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,PARQUE DE DIVERSIONES-ZOOLOGICO- EXPOSICIONES,2192829222.9787,0.000475
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,CENTRO RECREATIVO-ALQUILER DE CANCHA- ETC.,4069722854.2345,0.000881
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,OTROS  ESPECTACULOS,3365184301.0589,0.000728
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,ALQUILER DE RADIO Y TV,812004051.4325,0.000176
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,ALQUILER DE ARTICULOS DEPORTIV,326999445.798,7.1e-05
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,CUOTA CLUB DEPORTIVO Y OTROS,16443704103.3379,0.00356
ESPARCIMIENTO Y CULTURA,Servicios culturales y esparcimiento,OTROS SERVICIOS DE ESPARCIMIENTO,5961924866.2661,0.001291
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",LIBRO INFANTIL,1241337922.1715,0.000269
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",NOVELA- ENSAYO- CUENTO- POESIA,6911140462.7692,0.001496
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",OTROS LIBROS,2436592849.588,0.000527
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",DIARIO.,30079333864.6725,0.006511
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",PERIODICO ESPECIALIZADO,516493174.225,0.000112
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",SUSCRIPCION A DIARIOS Y PERIODICOS,249399734.6438,5.4e-05
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",REVISTAS DEPORTIVAS.,920807126.2086,0.000199
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",REVISTAS ACTUALIDAD.,3817536397.1638,0.000826
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",REVISTAS INFANTILES.,1507822176.4653,0.000326
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",REVISTAS FEMENINAS.,1569667505.045,0.00034
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",REVISTAS HISTORIETA-HUMOR.,710404822.7005,0.000154
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",OTRAS REVISTAS NO PROFESIONALES,2021425341.8319,0.000438
ESPARCIMIENTO Y CULTURA,"Libros, diarios y revistas",SUSCRIPCION A REVISTAS NO PROFESIONALES,822078422.4159,0.000178
ESPARCIMIENTO Y CULTURA,Otros gastos,ARTICULOS PARA CAMPING,106101094.59,2.3e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,ARTICULOS PARA CAZA,41600525.052,9.0e-06
ESPARCIMIENTO Y CULTURA,Otros gastos,ARTICULOS PARA FUTBOL,417623816.656,9.0e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,ARTICULOS PARA NAUTICA,116107035.44,2.5e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,ARTICULOS PARA PESCA,443208220.04,9.6e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,ARTICULOS PARA TENIS,4706761565.484,0.001019
ESPARCIMIENTO Y CULTURA,Otros gastos,ARTICULOS PARA GIMNASIA,617548124.967,0.000134
ESPARCIMIENTO Y CULTURA,Otros gastos,ARTICULOS PARA BUCEO- ESQUI,125091337.35,2.7e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,OTROS ARTICULOS DE DEPORTE,1848538580.995,0.0004
ESPARCIMIENTO Y CULTURA,Otros gastos,REPARACION DE ARTICULOS DE CAMPING,118900268.52,2.6e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,REPARACION DE ARTICULOS DE CAZA Y PESCA,170038140.35,3.7e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,REPARACION DE  ARTICULOS DE  FUTBOL Y TENIS,70765304.39,1.5e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,REPARACION DE ARTICULOS DE NAUTICA,1267194262.082,0.000274
ESPARCIMIENTO Y CULTURA,Otros gastos,OTRAS REPARACIONES Y MANTENIMIENTO DE ART.DE DEPOR,30602569.41,7.0e-06
ESPARCIMIENTO Y CULTURA,Otros gastos,DISCOS.,2363941501.5897,0.000512
ESPARCIMIENTO Y CULTURA,Otros gastos,CASSETTE-GRABADO-MAGAZINE,11169152238.3644,0.002418
ESPARCIMIENTO Y CULTURA,Otros gastos,CINTA-CASSETTE VIRGEN,1955536567.26082,0.000423
ESPARCIMIENTO Y CULTURA,Otros gastos,CASSETTE PARA VIDEO,934468410.2291,0.000202
ESPARCIMIENTO Y CULTURA,Otros gastos,PELICULA FILMADA,398481257.8237,8.6e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,JUGUETE PARA BEBE.,2268049494.5373,0.000491
ESPARCIMIENTO Y CULTURA,Otros gastos,MUÑECA,3479922434.9809,0.000753
ESPARCIMIENTO Y CULTURA,Otros gastos,RODADO PARA NIÑO.(EXCLUIR BICICLETA),2517301129.005,0.000545
ESPARCIMIENTO Y CULTURA,Otros gastos,ELECTRONICO-ELECTRICO,3407425727.199,0.000738
ESPARCIMIENTO Y CULTURA,Otros gastos,A CUERDA- A FRICCION,2044450315.6276,0.000443
ESPARCIMIENTO Y CULTURA,Otros gastos,DE SALON,2003802475.9263,0.000434
ESPARCIMIENTO Y CULTURA,Otros gastos,PELOTA,532167032.418,0.000115
ESPARCIMIENTO Y CULTURA,Otros gastos,OTROS JUGUETES Y JUEGOS,5019004547.9635,0.001086
ESPARCIMIENTO Y CULTURA,Otros gastos,AFICHE-POSTER- ETC.,550651745.369,0.000119
ESPARCIMIENTO Y CULTURA,Otros gastos,ANIMAL DOMESTICO (COMPRA Y/O ATENCION),9893502103.41085,0.002142
ESPARCIMIENTO Y CULTURA,Otros gastos,COLECCIONES ESTAMPILLAS- ETC.,249778775.115,5.4e-05
ESPARCIMIENTO Y CULTURA,Otros gastos,INSTRUMENTO MUSICAL,626396999.19,0.000136
ESPARCIMIENTO Y CULTURA,Otros gastos,JUEGOS INFANTILES DE JARDIN (HAMACA-TOBOGAN- ETC),36869940.72,8.0e-06
ESPARCIMIENTO Y CULTURA,Otros gastos,PILETA (LONA-PLASTICO),3570609053.03,0.000773
ESPARCIMIENTO Y CULTURA,Otros gastos,OTROS JUGUETES Y JUEGOS,482358082.2715,0.000104
EDUCACION,Aranceles,JARDIN DE INFANTES- PREESCOLAR,5995342634.00986,0.001298
EDUCACION,Aranceles,PRIMARIA,23005442111.4306,0.00498
EDUCACION,Aranceles,MEDIA,13830234664.4762,0.002994
EDUCACION,Aranceles,UNIVERSITARIA Y SUPERIOR,7276253957.5366,0.001575
EDUCACION,Aranceles,ARTISTICA,4248850400.632,0.00092
EDUCACION,Aranceles,COMERCIAL,187748779.078,4.1e-05
EDUCACION,Aranceles,CLASES O CURSOS DE APOYO A NIVEL PRIMARIO,759463272.233,0.000164
EDUCACION,Aranceles,CLASES O CURSOS DE APOYO A NIVEL SECUNDARIO,1797507831.129,0.000389
EDUCACION,Aranceles,CLASES O CURSOS A NIVEL TERCIARIO,1561581070.275,0.000338
EDUCACION,Aranceles,IDIOMA EXTRANJERO,7027338366.4852,0.001521
EDUCACION,Aranceles,TECNICOS,1557295557.208,0.000337
EDUCACION,Aranceles,OTROS ARANCELES P/ENS. PARASISTEMAT.,10960426584.6729,0.002373
EDUCACION,Material escolar y textos,ACUARELAS-OLEOS-TEMPERAS,711187851.48301,0.000154
EDUCACION,Material escolar y textos,ADHESIVOS,490103726.64766,0.000106
EDUCACION,Material escolar y textos,BLOCK ANOTADOR,149128241.5243,3.2e-05
EDUCACION,Material escolar y textos,BLOCK REPUESTO.,4559382361.55461,0.000987
EDUCACION,Material escolar y textos,BOLIGRAFO.,416455059.09763,9.0e-05
EDUCACION,Material escolar y textos,TAPA DE CARPETA,1369929343.71584,0.000297
EDUCACION,Material escolar y textos,CARTUCHERA,569197313.92435,0.000123
EDUCACION,Material escolar y textos,CARTUCHOS-TINTA,623005250.02767,0.000135
EDUCACION,Material escolar y textos,COMPAS.,504915220.2234,0.000109
EDUCACION,Material escolar y textos,CUADERNO.,3527015899.85856,0.000763
EDUCACION,Material escolar y textos,GOMA,390185485.37432,8.4e-05
EDUCACION,Material escolar y textos,LAPICERA,1239467784.26933,0.000268
EDUCACION,Material escolar y textos,LAPIZ,1145900257.96653,0.000248
EDUCACION,Material escolar y textos,LAPIZ DE COLOR-PASTEL-CERA,1255540493.66783,0.000272
EDUCACION,Material escolar y textos,MARCADORES.,811700842.73049,0.000176
EDUCACION,Material escolar y textos,PAPEL-FORRO-GLACE--CARTULINA-ETIQUETAS,1687808415.33432,0.000365
EDUCACION,Material escolar y textos,PLASTILINA-ARCILLA,190029772.2503,4.1e-05
EDUCACION,Material escolar y textos,REGLA-ESCUADRA,176506645.53344,3.8e-05
